Year,Month,Type,Fatal,Sex,Country,Case Number,Decade
1986,9,Unprovoked,N,UNKNOWN,USA,1986.09.00.a,Años 80
1986,11,Unprovoked,N,M,USA,1986.11.19,Años 80
1986,8,Unprovoked,N,UNKNOWN,USA,1986.08.19,Años 80
1986,8,Unprovoked,N,F,AUSTRALIA,1986.08.03,Años 80
1986,8,Unprovoked,N,UNKNOWN,FRANCE,1986.08.00,Años 80
1986,6,Unprovoked,N,M,USA,1986.00.00,Años 80
1986,1,Unprovoked,N,M,USA,1986.01.12,Años 80
1986,2,Unprovoked,N,M,SOUTH AFRICA,1986.02.06,Años 80
1986,2,Unprovoked,N,M,SOUTH AFRICA,1986.02.07,Años 80
1986,2,Unprovoked,N,M,SOUTH AFRICA,1986.02.17,Años 80
1986,2,Unprovoked,N,M,SOUTH AFRICA,1986.02.18,Años 80
1986,3,Unprovoked,N,M,SOUTH AFRICA,1986.03.05,Años 80
1986,3,Unprovoked,N,M,SOUTH AFRICA,1986.03.15,Años 80
1986,2,Unprovoked,N,M,AUSTRALIA,1986.02.01,Años 80
1986,4,Unprovoked,N,M,SPAIN,1986.04.00,Años 80
1986,4,Unprovoked,Y,M,USA,1986.04.20,Años 80
1986,5,Unprovoked,Y,M,SOUTH KOREA,1986.05.15,Años 80
1986,5,Unprovoked,N,M,AUSTRALIA,1986.05.18,Años 80
1986,7,Unprovoked,N,M,SOUTH AFRICA,1986.07.00.a,Años 80
1986,7,Unprovoked,N,M,USA,1986.07.09,Años 80
1986,7,Boat,N,UNKNOWN,AUSTRALIA,1986.07.26,Años 80
1986,3,Unprovoked,N,M,SPAIN,1986.03.18,Años 80
1987,7,Unprovoked,N,F,USA,1987.07.12.b,Años 80
1987,7,Unprovoked,N,M,USA,1987.07.21,Años 80
1987,8,Unprovoked,N,M,USA,1987.08.15,Años 80
1987,8,Unprovoked,N,M,USA,1987.08.20,Años 80
1987,9,Unprovoked,N,M,SOUTH AFRICA,1987.09.13,Años 80
1987,9,Unprovoked,Y,M,AUSTRALIA,1987.09.18,Años 80
1987,11,Unprovoked,N,M,USA,1987.11.21,Años 80
1987,10,Unprovoked,N,M,SOUTH AFRICA,1987.10.11,Años 80
1987,10,Unprovoked,N,M,USA,1987.10.26,Años 80
1987,12,Unprovoked,N,M,USA,1987.12.17,Años 80
1987,12,Sea Disaster,Y,UNKNOWN,PHILIPPINES,1987.12.20,Años 80
1987,7,Unprovoked,N,F,USA,1987.07.12.a,Años 80
1987,10,Sea Disaster,Y,UNKNOWN,DOMINICAN REPUBLIC,1987.10.06,Años 80
1987,7,Boat,N,UNKNOWN,USA,1987.07.11,Años 80
1987,1,Unprovoked,N,M,SOUTH AFRICA,1987.01.28,Años 80
1987,7,Unprovoked,N,M,BAHAMAS,1987.07.00,Años 80
1987,6,Boat,N,M,ITALY,1987.00.00.a,Años 80
1987,1,Unprovoked,N,M,AUSTRALIA,1987.01.06,Años 80
1987,2,Sea Disaster,Y,UNKNOWN,SOLOMON ISLANDS,1987.02.19,Años 80
1987,2,Unprovoked,N,M,USA,1987.02.28,Años 80
1987,3,Unprovoked,N,M,AUSTRALIA,1987.03.30.b,Años 80
1987,4,Unprovoked,Y,M,VANUATU,1987.04.01,Años 80
1987,3,Provoked,N,UNKNOWN,SOUTH AFRICA,1987.03.30.a,Años 80
1987,4,Unprovoked,N,F,USA,1987.04.18,Años 80
1987,5,Provoked,N,M,AUSTRALIA,1987.05.06,Años 80
1987,5,Unprovoked,N,M,USA,1987.05.08,Años 80
1987,5,Unprovoked,N,M,USA,1987.05.25,Años 80
1987,6,Provoked,N,M,USA,1987.06.13,Años 80
1987,4,Unprovoked,Y,M,USA,1987.04.15,Años 80
1987,7,Unprovoked,N,M,BAHAMAS,1987.07.09,Años 80
1988,8,Unprovoked,N,M,JAPAN,1988.08.19,Años 80
1988,9,Unprovoked,Y,M,USA,1988.09.13.a,Años 80
1988,8,Provoked,N,M,USA,1988.08.22.b,Años 80
1988,8,Unprovoked,N,M,ITALY,1988.08.22.a,Años 80
1988,7,Unprovoked,N,F,USA,1988.07.11,Años 80
1988,7,Unprovoked,N,M,BAHAMAS,1988.07.23,Años 80
1988,7,Unprovoked,N,M,BAHAMAS,1988.07.19,Años 80
1988,7,Unprovoked,N,M,BAHAMAS,1988.07.17,Años 80
1988,9,Unprovoked,N,F,USA,1988.09.13.b,Años 80
1988,8,Unprovoked,N,M,USA,1988.08.11,Años 80
1988,9,Unprovoked,N,M,USA,1988.09.28,Años 80
1988,10,Unprovoked,N,M,USA,1988.10.23,Años 80
1988,10,Unprovoked,N,M,AUSTRALIA,1988.10.06,Años 80
1988,10,Unprovoked,N,M,USA,1988.10.10,Años 80
1988,10,Unprovoked,N,M,USA,1988.10.11,Años 80
1988,10,Unprovoked,N,M,USA,1988.10.14,Años 80
1988,10,Unprovoked,N,M,AUSTRALIA,1988.10.22,Años 80
1988,10,Sea Disaster,Y,UNKNOWN,PHILIPPINES,1988.10.24,Años 80
1988,11,Sea Disaster,Y,M,AUSTRALIA,1988.11.07,Años 80
1988,11,Sea Disaster,Y,M,AUSTRALIA,1988.11.08,Años 80
1988,12,Unprovoked,Y,M,CHILE,1988.12.15,Años 80
1988,7,Unprovoked,N,M,USA,1988.07.04.b,Años 80
1988,10,Unprovoked,N,F,USA,1988.10.00,Años 80
1988,7,Unprovoked,N,M,BAHAMAS,1988.07.04.a,Años 80
1988,5,Unprovoked,N,M,USA,1988.05.04,Años 80
1988,6,Unprovoked,N,M,SOUTH AFRICA,1988.06.19,Años 80
1988,7,Unprovoked,N,M,BAHAMAS,1988.07.00,Años 80
1988,1,Provoked,N,UNKNOWN,SOUTH AFRICA,1988.01.05.R,Años 80
1988,1,Provoked,N,M,USA,1988.01.14,Años 80
1988,2,Unprovoked,N,M,FIJI,1988.02.02,Años 80
1988,2,Boat,N,UNKNOWN,AUSTRALIA,1988.02.12,Años 80
1988,2,Unprovoked,N,F,SOUTH AFRICA,1988.02.13,Años 80
1988,2,Unprovoked,N,M,SOUTH AFRICA,1988.02.14,Años 80
1988,2,Boat,N,UNKNOWN,SOUTH AFRICA,1988.02.15,Años 80
1988,3,Unprovoked,N,M,REUNION,1988.03.14,Años 80
1988,3,Unprovoked,N,M,SOUTH AFRICA,1988.03.16,Años 80
1988,3,Unprovoked,N,M,USA,1988.03.25,Años 80
1988,3,Unprovoked,N,F,USA,1988.03.31,Años 80
1988,1,Provoked,N,M,SOUTH AFRICA,1988.01.06,Años 80
1988,4,Unprovoked,N,M,USA,1988.04.14.b,Años 80
1988,4,Unprovoked,N,M,USA,1988.04.14.a,Años 80
1988,6,Unprovoked,N,M,USA,1988.06.16,Años 80
1988,6,Unprovoked,N,M,USA,1988.06.05,Años 80
1988,6,Unprovoked,N,M,USA,1988.06.01,Años 80
1988,5,Unprovoked,Y,F,SOUTH KOREA,1988.05.27,Años 80
1988,6,Unprovoked,N,M,USA,1988.06.09,Años 80
1988,6,Unprovoked,N,M,AUSTRALIA,1988.00.00.c,Años 80
1988,4,Unprovoked,Y,M,REUNION,1988.04.28,Años 80
1988,4,Unprovoked,N,M,USA,1988.04.24,Años 80
1988,4,Unprovoked,N,M,USA,1988.04.15a,Años 80
1988,5,Unprovoked,N,M,USA,1988.05.10,Años 80
1989,8,Unprovoked,N,F,BAHAMAS,1989.08.09,Años 80
1989,9,Unprovoked,N,M,USA,1989.09.09.b,Años 80
1989,8,Unprovoked,N,M,AUSTRALIA,1989.08.13,Años 80
1989,8,Unprovoked,N,M,SOUTH AFRICA,1989.08.22.a,Años 80
1989,8,Unprovoked,N,M,USA,1989.08.22.b,Años 80
1989,8,Provoked,N,M,AUSTRALIA,1989.08.29,Años 80
1989,9,Provoked,N,M,USA,1989.09.03,Años 80
1989,9,Unprovoked,N,M,USA,1989.09.09.a,Años 80
1989,9,Boat,N,UNKNOWN,USA,1989.09.10,Años 80
1989,10,Unprovoked,N,F,AUSTRALIA,1989.10.29.R,Años 80
1989,9,Unprovoked,N,M,SOUTH AFRICA,1989.09.17,Años 80
1989,10,Unprovoked,UNKNOWN,M,AUSTRALIA,1989.10.01,Años 80
1989,10,Unprovoked,N,M,USA,1989.10.11,Años 80
1989,10,Unprovoked,N,M,AUSTRALIA,1989.10.22,Años 80
1989,11,Unprovoked,N,M,AUSTRALIA,1989.11.02,Años 80
1989,11,Unprovoked,Y,M,SOUTH AFRICA,1989.11.18,Años 80
1989,11,Unprovoked,N,M,AUSTRALIA,1989.11.22,Años 80
1989,12,Unprovoked,UNKNOWN,M,AUSTRALIA,1989.12.03,Años 80
1989,12,Provoked,N,M,USA,1989.12.19,Años 80
1989,8,Provoked,N,M,AUSTRALIA,1989.08.06.R,Años 80
1989,9,Provoked,N,M,USA,1989.09.13,Años 80
1989,7,Unprovoked,N,M,SOUTH AFRICA,1989.07.20,Años 80
1989,6,Unprovoked,N,M,USA,1989.06.17,Años 80
1989,7,Unprovoked,N,M,USA,1989.07.14,Años 80
1989,6,Unprovoked,N,M,USA,1989.00.00.a,Años 80
1989,6,Unprovoked,N,F,PAPUA NEW GUINEA,1989.00.00.b,Años 80
1989,7,Unprovoked,Y,M,REUNION,1989.07.19,Años 80
1989,1,Unprovoked,Y,M,USA,1989.01.08,Años 80
1989,1,Unprovoked,N,M,SOUTH AFRICA,1989.01.20.a,Años 80
1989,1,Unprovoked,N,M,USA,1989.01.20.b,Años 80
1989,1,Unprovoked,Y,F,USA,1989.01.26.a,Años 80
1989,2,Unprovoked,Y,M,ITALY,1989.02.02,Años 80
1989,2,Unprovoked,N,M,SOUTH AFRICA,1989.02.15,Años 80
1989,2,Provoked,N,M,SOUTH AFRICA,1989.02.19,Años 80
1989,3,Boat,N,M,AUSTRALIA,1989.03.04,Años 80
1989,1,Unprovoked,N,M,AUSTRALIA,1989.01.03,Años 80
1989,4,Unprovoked,N,M,USA,1989.04.00,Años 80
1989,3,Unprovoked,Y,M,AUSTRALIA,1989.03.09,Años 80
1989,7,Unprovoked,N,F,USA,1989.07.07,Años 80
1989,6,Unprovoked,N,M,ITALY,1989.06.06,Años 80
1989,6,Unprovoked,N,M,SOUTH AFRICA,1989.06.05,Años 80
1989,6,Unprovoked,N,M,USA,1989.06.29,Años 80
1989,4,Unprovoked,N,M,USA,1989.04.23,Años 80
1989,4,Unprovoked,N,M,USA,1989.04.12,Años 80
1989,4,Boat,N,UNKNOWN,USA,1989.04.09,Años 80
1989,4,Unprovoked,N,M,USA,1989.04.03,Años 80
1989,6,Unprovoked,N,M,SOUTH AFRICA,1989.06.03,Años 80
1990,10,Unprovoked,N,M,USA,1990.10.12,Años 80
1990,8,Unprovoked,N,M,USA,1990.08.19.b,Años 80
1990,8,Unprovoked,N,M,USA,1990.08.28,Años 80
1990,9,Boat,N,M,USA,1990.09.05,Años 80
1990,9,Unprovoked,N,M,USA,1990.09.08,Años 80
1990,9,Unprovoked,N,M,SOUTH AFRICA,1990.09.15,Años 80
1990,10,Unprovoked,N,M,USA,1990.10.15,Años 80
1990,11,Unprovoked,N,M,USA,1990.11.01,Años 80
1990,10,Unprovoked,N,M,AUSTRALIA,1990.10.25,Años 80
1990,10,Unprovoked,N,M,AUSTRALIA,1990.10.27,Años 80
1990,10,Unprovoked,N,M,USA,1990.10.30.a,Años 80
1990,10,Unprovoked,N,M,USA,1990.10.30.b,Años 80
1990,11,Unprovoked,N,F,USA,1990.11.03,Años 80
1990,11,Unprovoked,N,M,AUSTRALIA,1990.11.28,Años 80
1990,8,Unprovoked,N,M,USA,1990.08.19.a,Años 80
1990,10,Unprovoked,N,M,USA,1990.10.20,Años 80
1990,7,Unprovoked,N,F,USA,1990.07.22,Años 80
1990,5,Unprovoked,N,M,AUSTRALIA,1990.05.10,Años 80
1990,6,Unprovoked,Y,F,SOUTH AFRICA,1990.06.24,Años 80
1990,7,Unprovoked,N,M,USA,1990.07.08,Años 80
1990,2,Unprovoked,N,M,USA,1990.02.05,Años 80
1990,2,Unprovoked,Y,M,USA,1990.02.17,Años 80
1990,3,Unprovoked,N,M,REUNION,1990.03.05,Años 80
1990,3,Unprovoked,N,M,FIJI,1990.03.24,Años 80
1990,4,Unprovoked,N,M,USA,1990.04.01,Años 80
1990,4,Unprovoked,N,M,AUSTRALIA,1990.04.06,Años 80
1990,4,Unprovoked,N,M,AUSTRALIA,1990.04.07,Años 80
1990,1,Unprovoked,N,M,USA,1990.01.12,Años 80
1990,4,Unprovoked,N,M,AUSTRALIA,1990.04.09,Años 80
1990,4,Unprovoked,N,M,SOUTH AFRICA,1990.04.14,Años 80
1990,5,Unprovoked,N,M,SOUTH AFRICA,1990.05.06,Años 80
1990,6,Unprovoked,UNKNOWN,M,USA,1990.00.00,Años 80
1990,5,Unprovoked,N,F,AUSTRALIA,1990.05.10,Años 80
1990,5,Provoked,N,UNKNOWN,SOUTH AFRICA,1990.05.13,Años 80
1990,6,Unprovoked,N,M,BAHAMAS,1990.06.23,Años 80
1990,4,Unprovoked,Y,M,AUSTRALIA,1990.04.08,Años 80
1991,7,Unprovoked,N,M,USA,1991.07.18,Años 90
1991,7,Boat,N,F,ITALY,1991.07.30,Años 90
1991,8,Provoked,N,M,USA,1991.08.09,Años 90
1991,8,Unprovoked,N,F,USA,1991.08.12,Años 90
1991,8,Unprovoked,N,M,USA,1991.08.26,Años 90
1991,8,Provoked,N,M,AUSTRALIA,1991.08.30,Años 90
1991,9,Unprovoked,Y,M,AUSTRALIA,1991.09.08,Años 90
1991,11,Provoked,N,M,USA,1991.11.14,Años 90
1991,10,Unprovoked,N,M,USA,1991.10.12,Años 90
1991,11,Unprovoked,N,M,AUSTRALIA,1991.11.00,Años 90
1991,11,Unprovoked,Y,M,USA,1991.11.19,Años 90
1991,11,Unprovoked,N,F,USA,1991.11.26.a,Años 90
1991,11,Unprovoked,Y,F,USA,1991.11.26.b,Años 90
1991,12,Unprovoked,N,M,USA,1991.12.04,Años 90
1991,7,Unprovoked,N,M,USA,1991.07.07,Años 90
1991,10,Unprovoked,N,M,USA,1991.10.05,Años 90
1991,7,Unprovoked,N,M,REUNION,1991.07.01.b,Años 90
1991,7,Unprovoked,N,M,USA,1991.07.27,Años 90
1991,7,Unprovoked,N,M,USA,1991.07.00,Años 90
1991,7,Unprovoked,N,M,USA,1991.07.01.a,Años 90
1991,1,Unprovoked,N,M,AUSTRALIA,1991.01.09,Años 90
1991,1,Unprovoked,N,M,AUSTRALIA,1991.01.19,Años 90
1991,2,Unprovoked,N,M,SOUTH AFRICA,1991.02.12,Años 90
1991,3,Unprovoked,N,M,AUSTRALIA,1991.03.03,Años 90
1991,4,Unprovoked,N,M,USA,1991.04.03,Años 90
1991,4,Unprovoked,N,M,USA,1991.04.16.a,Años 90
1991,4,Provoked,N,UNKNOWN,USA,1991.04.16.b,Años 90
1991,2,Unprovoked,N,M,USA,1991.02.24,Años 90
1991,5,Unprovoked,N,M,SOUTH AFRICA,1991.05.19,Años 90
1991,6,Unprovoked,Y,M,HONG KONG,1991.06.29,Años 90
1991,4,Provoked,N,UNKNOWN,BRAZIL,1991.04.24,Años 90
1991,6,Unprovoked,Y,M,HONG KONG,1991.06.28,Años 90
1991,6,Unprovoked,N,M,USA,1991.06.26,Años 90
1991,1,Unprovoked,N,M,AUSTRALIA,1991.01.00,Años 90
1991,6,Unprovoked,N,M,USA,1991.06.07.b,Años 90
1991,6,Unprovoked,Y,F,HONG KONG,1991.06.07.a,Años 90
1991,5,Unprovoked,N,M,USA,1991.05.26,Años 90
1992,8,Unprovoked,N,M,AUSTRALIA,1992.08.25,Años 90
1992,8,Unprovoked,N,F,BAHAMAS,1992.08.29,Años 90
1992,9,Unprovoked,Y,M,BRAZIL,1992.09.10,Años 90
1992,9,Unprovoked,N,F,USA,1992.09.11,Años 90
1992,9,Unprovoked,N,M,USA,1992.09.13,Años 90
1992,9,Unprovoked,N,M,BRAZIL,1992.09.18,Años 90
1992,10,Unprovoked,Y,M,AUSTRALIA,1992.10.01,Años 90
1992,10,Unprovoked,N,UNKNOWN,BRAZIL,1992.10.11,Años 90
1992,10,Unprovoked,N,M,AUSTRALIA,1992.10.15,Años 90
1992,9,Unprovoked,N,M,USA,1992.09.00,Años 90
1992,11,Unprovoked,N,M,USA,1992.11.29,Años 90
1992,11,Unprovoked,Y,M,USA,1992.11.05.a,Años 90
1992,11,Unprovoked,N,M,USA,1992.11.05.b,Años 90
1992,11,Unprovoked,N,M,USA,1992.11.11,Años 90
1992,11,Unprovoked,N,M,FIJI,1992.11.12.R,Años 90
1992,11,Boat,N,M,USA,1992.11.14,Años 90
1992,11,Unprovoked,N,M,USA,1992.11.23,Años 90
1992,11,Unprovoked,N,M,USA,1992.11.25.a,Años 90
1992,12,Unprovoked,N,M,USA,1992.12.23,Años 90
1992,12,Unprovoked,N,M,USA,1992.12.28,Años 90
1992,8,Unprovoked,N,M,USA,1992.08.18,Años 90
1992,10,Unprovoked,N,M,USA,1992.10.22,Años 90
1992,8,Provoked,N,M,USA,1992.08.17,Años 90
1992,10,Unprovoked,N,M,USA,1992.10.29,Años 90
1992,7,Unprovoked,N,M,BRAZIL,1992.07.08.b,Años 90
1992,6,Unprovoked,Y,M,FIJI,1992.00.00,Años 90
1992,1,Unprovoked,N,M,JAPAN,1992.01.03,Años 90
1992,1,Unprovoked,N,M,MAURITIUS,1992.01.06,Años 90
1992,1,Unprovoked,N,M,SOUTH AFRICA,1992.01.08,Años 90
1992,1,Unprovoked,N,M,SOUTH AFRICA,1992.01.23,Años 90
1992,1,Unprovoked,N,M,AUSTRALIA,1992.01.29.a,Años 90
1992,1,Unprovoked,N,M,REUNION,1992.01.29.b,Años 90
1992,2,Unprovoked,N,M,JAPAN,1992.02.14,Años 90
1992,2,Unprovoked,Y,M,USA,1992.02.19,Años 90
1992,3,Unprovoked,N,M,USA,1992.03.08.a,Años 90
1992,3,Boat,N,UNKNOWN,JAPAN,1992.03.08.b,Años 90
1992,3,Unprovoked,Y,M,JAPAN,1992.03.08.c,Años 90
1992,7,Unprovoked,N,F,USA,1992.07.21,Años 90
1992,3,Unprovoked,N,F,USA,1992.03.28,Años 90
1992,4,Unprovoked,N,M,SOUTH AFRICA,1992.04.09,Años 90
1992,4,Unprovoked,N,M,NEW ZEALAND,1992.04.24,Años 90
1992,5,Unprovoked,N,M,MEXICO,1992.05.00,Años 90
1992,5,Unprovoked,Y,M,REUNION,1992.05.22,Años 90
1992,6,Unprovoked,N,UNKNOWN,REUNION,1992.06.00,Años 90
1992,6,Boat,N,UNKNOWN,JAPAN,1992.06.17,Años 90
1992,6,Unprovoked,N,F,VANUATU,1992.06.19,Años 90
1992,6,Unprovoked,Y,M,REUNION,1992.06.28.a,Años 90
1992,6,Unprovoked,Y,M,BRAZIL,1992.06.28.b,Años 90
1992,7,Unprovoked,N,M,BRAZIL,1992.07.08.a,Años 90
1992,3,Unprovoked,N,M,AUSTRALIA,1992.03.10,Años 90
1993,9,Unprovoked,N,M,SPAIN,1993.09.03,Años 90
1993,8,Unprovoked,N,M,BAHAMAS,1993.08.21,Años 90
1993,8,Unprovoked,N,UNKNOWN,USA,1993.08.19.R,Años 90
1993,8,Unprovoked,N,M,USA,1993.08.19,Años 90
1993,8,Boat,Y,UNKNOWN,EL SALVADOR,1993.08.00.a,Años 90
1993,8,Unprovoked,N,F,USA,1993.08.15.a,Años 90
1993,8,Boat,N,UNKNOWN,AUSTRALIA,1993.08.14,Años 90
1993,8,Unprovoked,N,M,USA,1993.08.12,Años 90
1993,8,Unprovoked,Y,M,NEW CALEDONIA,1993.08.00.b,Años 90
1993,9,Unprovoked,N,M,USA,1993.09.09,Años 90
1993,8,Boat,N,UNKNOWN,USA,1993.08.15.b,Años 90
1993,9,Unprovoked,N,M,USA,1993.09.14,Años 90
1993,10,Boat,N,F,USA,1993.10.10,Años 90
1993,9,Unprovoked,N,UNKNOWN,EL SALVADOR,1993.09.16.b,Años 90
1993,9,Unprovoked,N,M,SOUTH AFRICA,1993.09.26,Años 90
1993,9,Unprovoked,Y,M,SOMALIA,1993.09.30,Años 90
1993,10,Unprovoked,N,UNKNOWN,USA,1993.10.00,Años 90
1993,10,Unprovoked,N,F,USA,1993.10.26,Años 90
1993,10,Unprovoked,N,M,USA,1993.10.30,Años 90
1993,11,Unprovoked,Y,M,SOMALIA,1993.11.00,Años 90
1993,11,Unprovoked,N,M,USA,1993.11.12,Años 90
1993,11,Unprovoked,Y,M,AUSTRALIA,1993.11.21,Años 90
1993,11,Unprovoked,N,M,USA,1993.11.28,Años 90
1993,7,Unprovoked,N,M,SOUTH AFRICA,1993.07.30,Años 90
1993,9,Unprovoked,Y,M,EL SALVADOR,1993.09.16.a,Años 90
1993,12,Unprovoked,Y,M,USA,1993.12.00,Años 90
1993,7,Unprovoked,N,F,USA,1993.07.07,Años 90
1993,6,Unprovoked,N,M,REUNION,1993.06.29,Años 90
1993,6,Unprovoked,Y,M,BRAZIL,1993.06.30,Años 90
1993,6,Unprovoked,N,UNKNOWN,TONGA,1993.00.00.b,Años 90
1993,6,Unprovoked,Y,UNKNOWN,SOMALIA,1993.00.00.c,Años 90
1993,6,Unprovoked,N,M,ANGOLA,1993.00.00.d,Años 90
1993,1,Unprovoked,N,M,USA,1993.01.02,Años 90
1993,1,Boat,N,M,CARIBBEAN SEA,1993.01.04,Años 90
1993,1,Unprovoked,N,M,AUSTRALIA,1993.01.05,Años 90
1993,1,Unprovoked,N,M,BRAZIL,1993.01.23,Años 90
1993,2,Provoked,N,M,AUSTRALIA,1993.02.04,Años 90
1993,2,Sea Disaster,N,M,TONGA,1993.02.18,Años 90
1993,2,Sea Disaster,N,M,TONGA,1993.02.19,Años 90
1993,3,Unprovoked,N,UNKNOWN,NEW CALEDONIA,1993.03.00,Años 90
1993,3,Unprovoked,N,M,USA,1993.03.12,Años 90
1993,6,Unprovoked,N,UNKNOWN,USA,1993.00.00.a,Años 90
1993,3,Unprovoked,N,UNKNOWN,JAPAN,1993.03.17,Años 90
1993,3,Unprovoked,N,M,USA,1993.03.14,Años 90
1993,6,Unprovoked,Y,F,MEXICO,1993.06.11.a,Años 90
1993,6,Unprovoked,N,M,USA,1993.06.10,Años 90
1993,6,Unprovoked,Y,M,AUSTRALIA,1993.06.09,Años 90
1993,6,Unprovoked,Y,F,AUSTRALIA,1993.06.05,Años 90
1993,6,Unprovoked,Y,M,HONG KONG,1993.06.11.b,Años 90
1993,6,Unprovoked,N,F,USA,1993.06.00,Años 90
1993,5,Unprovoked,Y,F,HONG KONG,1993.05.00.b,Años 90
1993,5,Unprovoked,Y,F,SOMALIA,1993.05.00.a,Años 90
1993,3,Unprovoked,N,M,BRAZIL,1993.03.27,Años 90
1993,3,Unprovoked,N,M,USA,1993.03.22,Años 90
1993,6,Unprovoked,Y,M,HONG KONG,1993.06.01,Años 90
1994,9,Unprovoked,N,M,USA,1994.09.21,Años 90
1994,9,Sea Disaster,Y,M,USA,1994.09.11.R,Años 90
1994,9,Unprovoked,N,F,USA,1994.09.05,Años 90
1994,8,Unprovoked,N,UNKNOWN,JAPAN,1994.08.22,Años 90
1994,7,Unprovoked,Y,M,BRAZIL,1994.07.09.d,Años 90
1994,7,Unprovoked,Y,M,REUNION,1994.07.09.c,Años 90
1994,7,Unprovoked,Y,M,SOUTH AFRICA,1994.07.09.b,Años 90
1994,7,Unprovoked,N,M,SOUTH AFRICA,1994.07.09.a,Años 90
1994,9,Unprovoked,N,F,USA,1994.09.26,Años 90
1994,7,Unprovoked,N,M,BRAZIL,1994.07.24,Años 90
1994,10,Unprovoked,N,M,USA,1994.10.05,Años 90
1994,7,Unprovoked,N,M,BRAZIL,1994.07.08.b,Años 90
1994,10,Unprovoked,N,M,BRAZIL,1994.10.17,Años 90
1994,10,Unprovoked,N,UNKNOWN,BRAZIL,1994.10.18,Años 90
1994,11,Unprovoked,N,UNKNOWN,USA,1994.11.06.a,Años 90
1994,11,Unprovoked,N,F,USA,1994.11.13,Años 90
1994,11,Unprovoked,N,M,SOUTH AFRICA,1994.11.25.a,Años 90
1994,12,Unprovoked,Y,M,USA,1994.12.09.a,Años 90
1994,12,Unprovoked,UNKNOWN,UNKNOWN,VANUATU,1994.12.10,Años 90
1994,12,Unprovoked,N,M,BRAZIL,1994.12.11,Años 90
1994,12,Unprovoked,N,M,BRAZIL,1994.12.13,Años 90
1994,12,Unprovoked,N,UNKNOWN,USA,1994.12.18,Años 90
1994,12,Unprovoked,N,M,SOUTH AFRICA,1994.12.30,Años 90
1994,10,Provoked,N,F,USA,1994.10.08,Años 90
1994,7,Unprovoked,N,M,USA,1994.07.08.a,Años 90
1994,12,Unprovoked,Y,M,BRAZIL,1994.12.01,Años 90
1994,5,Unprovoked,N,M,USA,1994.05.31.b,Años 90
1994,6,Unprovoked,N,M,USA,1994.00.00.a,Años 90
1994,6,Unprovoked,N,M,BAHAMAS,1994.06.24,Años 90
1994,6,Unprovoked,N,F,HONG KONG,1994.00.00.b,Años 90
1994,1,Unprovoked,N,M,SOUTH AFRICA,1994.01.03,Años 90
1994,1,Unprovoked,N,M,AUSTRALIA,1994.01.09,Años 90
1994,1,Boat,N,UNKNOWN,AUSTRALIA,1994.01.12.R,Años 90
1994,1,Unprovoked,Y,M,USA,1994.01.31.a,Años 90
1994,1,Unprovoked,N,M,BRAZIL,1994.01.31.b,Años 90
1994,2,Unprovoked,Y,UNKNOWN,NEW CALEDONIA,1994.02.00,Años 90
1994,2,Unprovoked,N,M,SOUTH AFRICA,1994.02.12,Años 90
1994,2,Provoked,N,M,USA,1994.02.13,Años 90
1994,2,Unprovoked,N,M,USA,1994.02.19,Años 90
1994,2,Unprovoked,N,M,SOUTH AFRICA,1994.02.27,Años 90
1994,1,Unprovoked,N,M,SOUTH AFRICA,1994.01.30,Años 90
1994,3,Provoked,N,M,USA,1994.03.07,Años 90
1994,5,Unprovoked,N,M,USA,1994.05.31.a,Años 90
1994,3,Unprovoked,N,M,BRAZIL,1994.03.01,Años 90
1994,5,Unprovoked,N,M,USA,1994.05.28,Años 90
1994,5,Unprovoked,N,F,USA,1994.05.24,Años 90
1994,5,Unprovoked,N,M,USA,1994.05.15,Años 90
1994,4,Unprovoked,Y,UNKNOWN,REUNION,1994.04.15,Años 90
1994,5,Unprovoked,N,M,USA,1994.05.23,Años 90
1994,4,Unprovoked,N,M,BAHAMAS,1994.04.06,Años 90
1994,4,Unprovoked,N,M,USA,1994.04.03,Años 90
1994,4,Unprovoked,Y,M,SOUTH AFRICA,1994.04.02,Años 90
1994,3,Unprovoked,N,F,CHILE,1994.03.23.b,Años 90
1994,3,Unprovoked,N,M,CHILE,1994.03.23.a,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.25,Años 90
1995,8,Unprovoked,N,M,BRAZIL,1995.08.27,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.26/b,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.26.a,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.31.a,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.22.c,Años 90
1995,8,Unprovoked,N,F,USA,1995.08.10.a,Años 90
1995,8,Unprovoked,N,UNKNOWN,USA,1995.08.21,Años 90
1995,8,Unprovoked,N,M,TONGA,1995.08.19,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.15,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.10.b,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.07,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.31.b,Años 90
1995,8,Unprovoked,N,M,USA,1995.08.22.a,Años 90
1995,9,Unprovoked,N,M,USA,1995.09.03.b,Años 90
1995,11,Unprovoked,N,M,AUSTRALIA,1995.11.17,Años 90
1995,9,Unprovoked,Y,M,USA,1995.09.13,Años 90
